run_id,backend,shape,mode,threads,runner_exit_code,parquet_present,setup_parquet_present,summary_present,status,attempted_ops,successful_ops,failed_exception_ops,failed_slow_ops,success_rate,top_failure_category,top_failure_reason
exp3_file_copy_spine_256t_branch_tpcc,file_copy,spine,branch,256,0,1,0,1,PARTIAL,1260,0,1260,0,0.0,FAILURE_BACKEND_STATE_CONFLICT,"Backend state conflict: Error executing sql query: CREATE DATABASE main TEMPLATE microbench STRATEGY = FILE_COPY; None; database ""main"" already exists"
exp3_file_copy_spine_512t_branch_tpcc,file_copy,spine,branch,512,0,1,0,1,PARTIAL,512,0,512,0,0.0,FAILURE_BACKEND_STATE_CONFLICT,"Backend state conflict: Error executing sql query: CREATE DATABASE main TEMPLATE microbench STRATEGY = FILE_COPY; None; source database ""microbench"" is being accessed by other users"
exp3_file_copy_spine_1024t_branch_tpcc,file_copy,spine,branch,1024,0,1,0,1,PARTIAL,1024,0,1024,0,0.0,FAILURE_BACKEND_STATE_CONFLICT,"Backend state conflict: Error executing sql query: CREATE DATABASE main TEMPLATE microbench STRATEGY = FILE_COPY; None; source database ""microbench"" is being accessed by other users"
exp3_file_copy_spine_1t_crud_tpcc,file_copy,spine,crud,1,0,1,1,1,SUCCESS,79512,79512,0,0,1.0,,
exp3_file_copy_spine_2t_crud_tpcc,file_copy,spine,crud,2,0,1,1,1,SUCCESS,142526,142526,0,0,1.0,,
exp3_file_copy_spine_4t_crud_tpcc,file_copy,spine,crud,4,0,1,1,1,SUCCESS,202353,202353,0,0,1.0,,
exp3_file_copy_spine_8t_crud_tpcc,file_copy,spine,crud,8,0,1,1,1,SUCCESS,202136,202136,0,0,1.0,,
exp3_file_copy_spine_16t_crud_tpcc,file_copy,spine,crud,16,0,1,1,1,SUCCESS,173006,173006,0,0,1.0,,
exp3_file_copy_spine_32t_crud_tpcc,file_copy,spine,crud,32,0,1,1,1,PARTIAL,128924,128919,0,5,0.9999612174614502,FAILURE_TIMEOUT,Slow operation: 0.105391s > 0.100000s
exp3_file_copy_spine_64t_crud_tpcc,file_copy,spine,crud,64,0,1,1,1,PARTIAL,92914,92910,0,4,0.9999569494371139,FAILURE_TIMEOUT,Slow operation: 0.115905s > 0.100000s
exp3_file_copy_spine_128t_crud_tpcc,file_copy,spine,crud,128,0,1,1,1,PARTIAL,56773,54766,0,2007,0.9646486886372043,FAILURE_TIMEOUT,Slow operation: 0.104796s > 0.100000s
exp3_file_copy_spine_256t_crud_tpcc,file_copy,spine,crud,256,0,1,1,1,PARTIAL,19317,10321,0,8996,0.5342962157684941,FAILURE_TIMEOUT,Slow operation: 0.135745s > 0.100000s
exp3_file_copy_spine_512t_crud_tpcc,file_copy,spine,crud,512,0,1,1,1,PARTIAL,20,3,0,17,0.15,FAILURE_TIMEOUT,Slow operation: 5.781016s > 0.100000s
exp3_file_copy_spine_1024t_crud_tpcc,file_copy,spine,crud,1024,124,0,1,1,FAILED,0,0,0,0,0.0,FAILURE_TIMEOUT,Runner timed out after 900s
exp3_neon_bushy_1t_branch_tpcc,neon,bushy,branch,1,0,1,0,1,PARTIAL,126,0,108,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.167021s > 0.100000s
exp3_neon_bushy_2t_branch_tpcc,neon,bushy,branch,2,0,1,0,1,PARTIAL,150,0,132,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.167068s > 0.100000s
exp3_neon_bushy_4t_branch_tpcc,neon,bushy,branch,4,0,1,0,1,PARTIAL,152,0,134,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.160797s > 0.100000s
exp3_neon_bushy_8t_branch_tpcc,neon,bushy,branch,8,0,1,0,1,PARTIAL,155,0,137,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.144767s > 0.100000s
exp3_neon_bushy_16t_branch_tpcc,neon,bushy,branch,16,0,1,0,1,PARTIAL,164,0,146,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.233955s > 0.100000s
exp3_neon_bushy_1t_crud_tpcc,neon,bushy,crud,1,0,1,1,1,PARTIAL,1049,1048,0,1,0.9990467111534795,FAILURE_TIMEOUT,Slow operation: 0.140316s > 0.100000s
exp3_neon_bushy_2t_crud_tpcc,neon,bushy,crud,2,0,1,1,1,PARTIAL,2092,2091,0,1,0.9995219885277247,FAILURE_TIMEOUT,Slow operation: 0.140451s > 0.100000s
exp3_neon_bushy_4t_crud_tpcc,neon,bushy,crud,4,0,1,1,1,PARTIAL,4093,4091,0,2,0.9995113608600049,FAILURE_TIMEOUT,Slow operation: 0.139000s > 0.100000s
exp3_neon_bushy_8t_crud_tpcc,neon,bushy,crud,8,0,1,1,1,PARTIAL,7974,7970,0,4,0.9994983697015299,FAILURE_TIMEOUT,Slow operation: 0.139631s > 0.100000s
exp3_neon_bushy_16t_crud_tpcc,neon,bushy,crud,16,0,1,0,1,PARTIAL,1,0,1,0,0.0,FAILURE_BACKEND_STATE_CONFLICT,"Backend state conflict: Error creating branch: {""request_id"":""128d6fb3-1acb-4082-8709-8f7d14115f75"",""code"":""BRANCHES_LIMIT_EXCEEDED"",""message"":""branches limit exceeded""}"
exp3_neon_fan_out_1t_branch_tpcc,neon,fan_out,branch,1,0,1,0,1,PARTIAL,132,0,114,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.147670s > 0.100000s
exp3_neon_fan_out_2t_branch_tpcc,neon,fan_out,branch,2,0,1,0,1,PARTIAL,148,0,130,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.200746s > 0.100000s
exp3_neon_fan_out_4t_branch_tpcc,neon,fan_out,branch,4,0,1,0,1,PARTIAL,152,0,134,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.157361s > 0.100000s
exp3_neon_fan_out_8t_branch_tpcc,neon,fan_out,branch,8,0,1,0,1,PARTIAL,155,0,137,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.148192s > 0.100000s
exp3_neon_fan_out_16t_branch_tpcc,neon,fan_out,branch,16,0,1,0,1,PARTIAL,163,0,145,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.208541s > 0.100000s
exp3_neon_fan_out_1t_crud_tpcc,neon,fan_out,crud,1,0,1,1,1,PARTIAL,1189,1188,0,1,0.9991589571068125,FAILURE_TIMEOUT,Slow operation: 0.146337s > 0.100000s
exp3_neon_fan_out_2t_crud_tpcc,neon,fan_out,crud,2,0,1,1,1,PARTIAL,2170,2169,0,1,0.9995391705069124,FAILURE_TIMEOUT,Slow operation: 0.139057s > 0.100000s
exp3_neon_fan_out_4t_crud_tpcc,neon,fan_out,crud,4,0,1,1,1,PARTIAL,4173,4170,0,3,0.9992810927390366,FAILURE_TIMEOUT,Slow operation: 0.101353s > 0.100000s
exp3_neon_fan_out_8t_crud_tpcc,neon,fan_out,crud,8,0,1,1,1,SUCCESS,8706,8706,0,0,1.0,,
exp3_neon_fan_out_16t_crud_tpcc,neon,fan_out,crud,16,0,1,0,1,PARTIAL,1,0,1,0,0.0,FAILURE_BACKEND_STATE_CONFLICT,"Backend state conflict: Error creating branch: {""request_id"":""eb4c30a2-637b-4289-ada4-75f0bd388a4d"",""code"":""BRANCHES_LIMIT_EXCEEDED"",""message"":""branches limit exceeded""}"
exp3_neon_spine_1t_branch_tpcc,neon,spine,branch,1,0,1,0,1,PARTIAL,130,0,112,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.169821s > 0.100000s
exp3_neon_spine_2t_branch_tpcc,neon,spine,branch,2,0,1,0,1,PARTIAL,150,0,132,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.145695s > 0.100000s
exp3_neon_spine_4t_branch_tpcc,neon,spine,branch,4,0,1,0,1,PARTIAL,152,0,134,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.158831s > 0.100000s
exp3_neon_spine_8t_branch_tpcc,neon,spine,branch,8,0,1,0,1,PARTIAL,155,0,137,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.196835s > 0.100000s
exp3_neon_spine_16t_branch_tpcc,neon,spine,branch,16,0,1,0,1,PARTIAL,164,0,146,18,0.0,FAILURE_BACKEND_STATE_CONFLICT,Slow operation: 0.173022s > 0.100000s
exp3_neon_spine_1t_crud_tpcc,neon,spine,crud,1,0,1,1,1,SUCCESS,1134,1134,0,0,1.0,,
exp3_neon_spine_2t_crud_tpcc,neon,spine,crud,2,0,1,1,1,PARTIAL,2211,2210,0,1,0.9995477159656264,FAILURE_TIMEOUT,Slow operation: 0.138745s > 0.100000s
exp3_neon_spine_4t_crud_tpcc,neon,spine,crud,4,0,1,1,1,PARTIAL,4499,4498,0,1,0.9997777283840854,FAILURE_TIMEOUT,Slow operation: 0.100215s > 0.100000s
exp3_neon_spine_8t_crud_tpcc,neon,spine,crud,8,0,1,1,1,PARTIAL,8788,8785,0,3,0.9996586253982703,FAILURE_TIMEOUT,Slow operation: 0.136056s > 0.100000s
exp3_neon_spine_16t_crud_tpcc,neon,spine,crud,16,0,1,0,1,PARTIAL,1,0,1,0,0.0,FAILURE_BACKEND_STATE_CONFLICT,"Backend state conflict: Error creating branch: {""request_id"":""1dc1fe5d-c86e-46d6-b9fb-5dc856a977f6"",""code"":""BRANCHES_LIMIT_EXCEEDED"",""message"":""branches limit exceeded""}"
